data_pull_date,meet_name,meet_date,competitor_1_name,competitor_1_odds,competitor_2_name,competitor_2_odds
2023-10-05,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-10-05,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-10-05,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-10-05,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-05,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-05,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-05,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-05,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-05,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-07,Oktagon 47,2023-10-07,Mateusz Legierski,13/40,Karol Rysavy,11/5
2023-10-07,Oktagon 47,2023-10-07,Robert Pukac,21/20,Matous Kohout,27/40
2023-10-07,Oktagon 47,2023-10-07,Ivan Buchinger,7/25,Jakub Dohnal,13/5
2023-10-07,Oktagon 47,2023-10-07,Karlos Vemola,3/5,Pavol Langer,5/4
2023-10-07,UFC Fight Night 229,2023-10-07,Montana De La Rosa,4/6,JJ Aldrich,6/5
2023-10-07,UFC Fight Night 229,2023-10-07,Aori Qileng,10/11,Johnny Munoz Jr,10/11
2023-10-07,UFC Fight Night 229,2023-10-07,Vanessa Demopoulos,5/2,Kanako Murata,3/10
2023-10-07,UFC Fight Night 229,2023-10-07,Nate Maness,2/1,Mateus Mendonca,2/5
2023-10-07,UFC Fight Night 229,2023-10-07,Karolina Kowalkiewicz,4/6,Diana Belbita,6/5
2023-10-07,UFC Fight Night 229,2023-10-07,Philipe Lins,6/5,Ion Cutelaba,8/11
2023-10-07,UFC Fight Night 229,2023-10-07,Alexander Hernandez,5/6,Bill Algeo,20/21
2023-10-07,UFC Fight Night 229,2023-10-07,Drew Dober,2/9,Ricky Glenn,16/5
2023-10-07,UFC Fight Night 229,2023-10-07,Alex Morono,6/4,Joaquin Buckley,8/15
2023-10-07,UFC Fight Night 229,2023-10-07,Joseph Pyfer,2/9,Abdul Razak Alhassan,10/3
2023-10-07,UFC Fight Night 229,2023-10-07,Grant Dawson,1/5,Bobby Green,7/2
2023-10-07,Bellator 300,2023-10-07,Josh Hokit,1/10,Spencer Smith,6/1
2023-10-07,Bellator 300,2023-10-07,Ilara Joanne,7/4,Jena Bishop,2/5
2023-10-07,Bellator 300,2023-10-07,Romero Cotton,7/4,Grant Neal,4/9
2023-10-07,Bellator 300,2023-10-07,Mukhamed Berkhamov,1/5,Herman Terrado,7/2
2023-10-07,Bellator 300,2023-10-07,Dovletdzhan Yagshimuradov,13/40,Maciej Rozanski,9/4
2023-10-07,Bellator 300,2023-10-07,Davion Franklin,7/5,Slim Trabelsi,11/20
2023-10-07,Bellator 300,2023-10-07,Henry Corrales,6/4,Kai Kamaka III,1/2
2023-10-07,Bellator 300,2023-10-07,Sergio Cossio,11/8,Jesse Roberts,4/7
2023-10-07,Bellator 300,2023-10-07,Sara McMann,3/5,Leah McCourt,13/10
2023-10-07,Bellator 300,2023-10-07,Bobby Seronio III,9/50,Alberto Garcia,39/10
2023-10-07,Bellator 300,2023-10-07,Bryce Meredith,1/14,Miguel Peimbert,15/2
2023-10-07,Bellator 300,2023-10-07,Dmytrii Hrytsenko,8/13,Justin Montalvo,5/4
2023-10-07,Bellator 300,2023-10-07,Lorrany Santos,4/7,Jackie Cataline,5/4
2023-10-07,KSW 87,2023-10-14,Carl McNally,21/40,Tobiasz Le,6/4
2023-10-07,KSW 87,2023-10-14,Josef Stummer,3/5,Dawid Kareta,13/10
2023-10-07,KSW 87,2023-10-14,Sahil Siraj,2/1,Ahmed Abdulkadirov,9/25
2023-10-07,KSW 87,2023-10-14,Adrian Dudek,3/5,Lukas Dvorak,13/10
2023-10-07,KSW 87,2023-10-14,Vojtech Garba,33/40,Michal Dreczkowski,9/10
2023-10-07,KSW 87,2023-10-14,Filip Macek,7/5,Oleksii Polischuck,21/40
2023-10-07,KSW 87,2023-10-14,Ivan Erslan,13/20,Rafal Haratyk,5/4
2023-10-07,KSW 87,2023-10-14,Roman Szymanski,5/12,Leo Brichta,9/5
2023-10-07,KSW 87,2023-10-14,Darko Stosic,17/50,Michal Martinek,11/5
2023-10-07,UFC Fight Night 230,2023-10-14,Ashley Yoder,12/5,Emily Ducote,13/40
2023-10-07,UFC Fight Night 230,2023-10-14,Irina Alekseeva,11/10,Melissa Dixon,7/10
2023-10-07,UFC Fight Night 230,2023-10-14,Darren Elkins,8/5,TJ Brown,9/20
2023-10-07,UFC Fight Night 230,2023-10-14,Christian Rodriguez,13/20,Cameron Saaiman,5/4
2023-10-07,UFC Fight Night 230,2023-10-14,Marc-Andre Barriault,1/1,Michel Pereira,4/5
2023-10-07,UFC Fight Night 230,2023-10-14,Jonathan Martinez,9/10,Adrian Yanez,9/10
2023-10-07,UFC Fight Night 230,2023-10-14,Jennifer Maia,13/20,Viviane Araujo,5/4
2023-10-07,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/15,Edson Barboza,6/4
2023-10-07,UFC 294,2023-10-21,Shara Magomedov,1/2,Bruno Silva,8/5
2023-10-07,UFC 294,2023-10-21,Viktoriia Dudakova,3/10,Jinh Hu Frey,5/2
2023-10-07,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-07,UFC 294,2023-10-21,Mike Breeden,3/1,Anshul Jubli,1/4
2023-10-07,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-07,UFC 294,2023-10-21,Mohammed Yahya,21/40,Trevor Peek,6/4
2023-10-07,UFC 294,2023-10-21,Tim Elliott,4/1,Muhammad Mokaev,1/6
2023-10-07,UFC 294,2023-10-21,Said Nurmagomedov,21/40,Muin Gafurov,8/5
2023-10-07,UFC 294,2023-10-21,Magomed Ankalaev,11/50,Johnny Walker,3/1
2023-10-07,UFC 294,2023-10-21,Paulo Costa,3/1,Khamzat Chimaev,1/4
2023-10-07,UFC 294,2023-10-21,Islam Makhachev,3/10,Charles Oliveira,12/5
2023-10-07,UFC 294,2023-10-21,Nassourdine Imavov,1/1,Ikram Aliskerov,4/5
2023-10-07,UFC Fight Night 231,2023-11-04,Curtis Blaydes,13/8,Jailton Almeida,1/2
2023-10-07,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-07,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-07,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-07,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-07,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-07,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-12,Cage Warriors 161,2023-10-14,Michael Quinn,9/2,Nik Bagley,1/7
2023-10-12,Cage Warriors 161,2023-10-14,Solomon Simon,4/7,Marko Sarasjarvi,13/10
2023-10-12,Cage Warriors 161,2023-10-14,Sean Clancy Jr,1/4,Milton Cabral,11/4
2023-10-12,Cage Warriors 161,2023-10-14,Ger Harris,4/5,Ryan Hewitt,20/21
2023-10-12,Cage Warriors 161,2023-10-14,Taka Mhandu,2/7,Alexander Pirev,5/2
2023-10-12,Cage Warriors 161,2023-10-14,Paddy McCorry,4/9,Samir Kadi,7/4
2023-10-12,Cage Warriors 161,2023-10-14,Leon Hill,4/5,Ieuan Davies,20/21
2023-10-12,Cage Warriors 161,2023-10-14,James Sheehan,1/3,Olli Santalahti,9/4
2023-10-12,Cage Warriors 161,2023-10-14,Ryan Shelley,4/9,Jordy Bakkes,7/4
2023-10-12,Cage Warriors 161,2023-10-14,Mason Jones,1/5,Yann Liasse,10/3
2023-10-12,Cage Warriors 161,2023-10-14,Paul Hughes,1/5,Jan Quaeyhaegens,10/3
2023-10-12,UFC Fight Night 230,2023-10-14,Ashley Yoder,3/1,Emily Ducote,1/4
2023-10-12,UFC Fight Night 230,2023-10-14,Chris Gutierrez,1/3,Alatengheili,23/10
2023-10-12,UFC Fight Night 230,2023-10-14,Irina Alekseeva,6/5,Melissa Dixon,4/6
2023-10-12,UFC Fight Night 230,2023-10-14,Terrance McKinney,1/5,Brendon Marotte,7/2
2023-10-12,UFC Fight Night 230,2023-10-14,Tainara Lisboa,2/7,Ravena Oliveira,13/5
2023-10-12,UFC Fight Night 230,2023-10-14,Darren Elkins,8/5,TJ Brown,1/2
2023-10-12,UFC Fight Night 230,2023-10-14,Christian Rodriguez,4/6,Cameron Saaiman,6/5
2023-10-12,UFC Fight Night 230,2023-10-14,Edgar Ch�irez,2/7,Daniel Lacerda,13/5
2023-10-12,UFC Fight Night 230,2023-10-14,Andre Petroski,13/8,Michel Pereira,1/2
2023-10-12,UFC Fight Night 230,2023-10-14,Jonathan Martinez,10/11,Adrian Yanez,10/11
2023-10-12,UFC Fight Night 230,2023-10-14,Jennifer Maia,8/13,Viviane Araujo,13/10
2023-10-12,UFC Fight Night 230,2023-10-14,Sodiq Yusuff,8/13,Edson Barboza,13/10
2023-10-12,UFC 294,2023-10-21,Shara Magomedov,1/2,Bruno Silva,8/5
2023-10-12,UFC 294,2023-10-21,Viktoriia Dudakova,3/10,Jinh Hu Frey,5/2
2023-10-12,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-12,UFC 294,2023-10-21,Mike Breeden,3/1,Anshul Jubli,1/4
2023-10-12,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-12,UFC 294,2023-10-21,Mohammed Yahya,7/10,Trevor Peek,1/1
2023-10-12,UFC 294,2023-10-21,Tim Elliott,4/1,Muhammad Mokaev,1/6
2023-10-12,UFC 294,2023-10-21,Said Nurmagomedov,21/40,Muin Gafurov,8/5
2023-10-12,UFC 294,2023-10-21,Magomed Ankalaev,2/7,Johnny Walker,11/4
2023-10-12,UFC 294,2023-10-21,Kamaru Usman,12/5,Khamzat Chimaev,1/3
2023-10-12,UFC 294,2023-10-21,Islam Makhachev,4/9,Alexander Volkanovski,7/4
2023-10-12,UFC Fight Night 231,2023-11-04,Kaue Fernandes,27/20,Marc Diakiese,11/20
2023-10-12,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-12,UFC Fight Night 231,2023-11-04,Lucas Alexander,9/5,David Onama,5/12
2023-10-12,UFC Fight Night 231,2023-11-04,Angela Hill,5/4,Denise Gomes,3/5
2023-10-12,UFC Fight Night 231,2023-11-04,Vitor Petrino,13/40,Modestas Bukauskas,9/4
2023-10-12,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,2/1,Rinat Fakhretdinov,9/25
2023-10-12,UFC Fight Night 231,2023-11-04,Elves Brenner,1/2,Esteban Ribovics,8/5
2023-10-12,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-12,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,19/20,Armen Petrosyan,4/5
2023-10-12,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,13/40,Don'Tale Mayes,9/4
2023-10-12,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/4,Nicolas Dalby,11/4
2023-10-12,UFC Fight Night 231,2023-11-04,Jailton Almeida,9/50,Derrick Lewis,4/1
2023-10-12,UFC 295,2023-11-11,Joshua Van,2/5,Kevin Borjas,37/20
2023-10-12,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-12,UFC 295,2023-11-11,Tabatha Ricci,13/10,Lupita Godinez,3/5
2023-10-12,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-12,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-12,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-12,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-12,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-12,UFC 296,2023-11-11,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-12,UFC 296,2023-11-11,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-12,UFC 296,2023-11-11,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-12,UFC 296,2023-11-11,Leon Edwards,4/5,Colby Covington,1/1
2023-10-15,UFC 294,2023-10-21,Shara Magomedov,2/5,Bruno Silva,7/4
2023-10-15,UFC 294,2023-10-21,Viktoriia Dudakova,3/10,Jinh Hu Frey,5/2
2023-10-15,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-15,UFC 294,2023-10-21,Mike Breeden,3/1,Anshul Jubli,1/4
2023-10-15,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-15,UFC 294,2023-10-21,Mohammed Yahya,7/10,Trevor Peek,1/1
2023-10-15,UFC 294,2023-10-21,Tim Elliott,4/1,Muhammad Mokaev,1/6
2023-10-15,UFC 294,2023-10-21,Said Nurmagomedov,4/9,Muin Gafurov,7/4
2023-10-15,UFC 294,2023-10-21,Magomed Ankalaev,2/7,Johnny Walker,11/4
2023-10-15,UFC 294,2023-10-21,Kamaru Usman,21/10,Khamzat Chimaev,4/11
2023-10-15,UFC 294,2023-10-21,Islam Makhachev,4/9,Alexander Volkanovski,7/4
2023-10-15,UFC Fight Night 231,2023-11-04,Kaue Fernandes,27/20,Marc Diakiese,11/20
2023-10-15,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-15,UFC Fight Night 231,2023-11-04,Lucas Alexander,9/5,David Onama,5/12
2023-10-15,UFC Fight Night 231,2023-11-04,Angela Hill,5/4,Denise Gomes,3/5
2023-10-15,UFC Fight Night 231,2023-11-04,Vitor Petrino,13/40,Modestas Bukauskas,9/4
2023-10-15,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,2/1,Rinat Fakhretdinov,9/25
2023-10-15,UFC Fight Night 231,2023-11-04,Elves Brenner,1/2,Esteban Ribovics,8/5
2023-10-15,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-15,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,19/20,Armen Petrosyan,4/5
2023-10-15,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,13/40,Don'Tale Mayes,9/4
2023-10-15,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/4,Nicolas Dalby,11/4
2023-10-15,UFC Fight Night 231,2023-11-04,Jailton Almeida,9/50,Derrick Lewis,4/1
2023-10-15,UFC 295,2023-11-11,Joshua Van,2/5,Kevin Borjas,37/20
2023-10-15,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-15,UFC 295,2023-11-11,Tabatha Ricci,13/10,Lupita Godinez,3/5
2023-10-15,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-15,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-15,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-15,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-15,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-15,UFC 296,2023-11-11,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-15,UFC 296,2023-11-11,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-15,UFC 296,2023-11-11,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-15,UFC 296,2023-11-11,Leon Edwards,4/5,Colby Covington,1/1
2023-10-17,UFC 294,2023-10-21,Shara Magomedov,2/5,Bruno Silva,7/4
2023-10-17,UFC 294,2023-10-21,Viktoria Dudakova,2/9,Jinh Hu Frey,10/3
2023-10-17,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-17,UFC 294,2023-10-21,Mike Breeden,5/2,Anshul Jubli,2/7
2023-10-17,UFC 294,2023-10-21,Abu Azaitar,6/4,Sedriques Dumas,21/40
2023-10-17,UFC 294,2023-10-21,Javid Basharat,11/50,Victor Henry,7/2
2023-10-17,UFC 294,2023-10-21,Mohammed Yahya,11/10,Trevor Peek,8/11
2023-10-17,UFC 294,2023-10-21,Tim Elliott,7/2,Muhammad Mokaev,1/5
2023-10-17,UFC 294,2023-10-21,Said Nurmagomedov,4/9,Muin Gafurov,7/4
2023-10-17,UFC 294,2023-10-21,Ikram Aliskerov,1/5,Warlley Alves,7/2
2023-10-17,UFC 294,2023-10-21,Magomed Ankalaev,2/7,Johnny Walker,11/4
2023-10-17,UFC 294,2023-10-21,Kamaru Usman,21/10,Khamzat Chimaev,4/11
2023-10-17,UFC 294,2023-10-21,Islam Makhachev,2/5,Alexander Volkanovski,15/8
2023-10-17,UFC Fight Night 231,2023-11-04,Kaue Fernandes,27/20,Marc Diakiese,11/20
2023-10-17,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-17,UFC Fight Night 231,2023-11-04,Lucas Alexander,9/5,David Onama,5/12
2023-10-17,UFC Fight Night 231,2023-11-04,Angela Hill,5/4,Denise Gomes,3/5
2023-10-17,UFC Fight Night 231,2023-11-04,Vitor Petrino,13/40,Modestas Bukauskas,9/4
2023-10-17,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,2/1,Rinat Fakhretdinov,9/25
2023-10-17,UFC Fight Night 231,2023-11-04,Elves Brenner,1/2,Esteban Ribovics,8/5
2023-10-17,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-17,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,19/20,Armen Petrosyan,4/5
2023-10-17,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,13/40,Don'Tale Mayes,9/4
2023-10-17,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/4,Nicolas Dalby,11/4
2023-10-17,UFC Fight Night 231,2023-11-04,Jailton Almeida,9/50,Derrick Lewis,4/1
2023-10-17,UFC 295,2023-11-11,Joshua Van,2/5,Kevin Borjas,37/20
2023-10-17,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-17,UFC 295,2023-11-11,Tabatha Ricci,13/10,Lupita Godinez,3/5
2023-10-17,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-17,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-17,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-17,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-17,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-17,UFC 296,2023-12-15,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-17,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-17,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-17,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-19,UFC 294,2023-10-21,Shara Magomedov,4/11,Bruno Silva,2/1
2023-10-19,UFC 294,2023-10-21,Viktoria Dudakova,9/50,Jinh Hu Frey,7/2
2023-10-19,UFC 294,2023-10-21,Nathaniel Wood,13/40,Muhammadjon Naimov,12/5
2023-10-19,UFC 294,2023-10-21,Mike Breeden,9/4,Anshul Jubli,1/3
2023-10-19,UFC 294,2023-10-21,Abu Azaitar,9/5,Sedriques Dumas,2/5
2023-10-19,UFC 294,2023-10-21,Javid Basharat,1/5,Victor Henry,7/2
2023-10-19,UFC 294,2023-10-21,Mohammed Yahya,5/4,Trevor Peek,4/7
2023-10-19,UFC 294,2023-10-21,Tim Elliott,10/3,Muhammad Mokaev,2/9
2023-10-19,UFC 294,2023-10-21,Said Nurmagomedov,4/9,Muin Gafurov,7/4
2023-10-19,UFC 294,2023-10-21,Ikram Aliskerov,1/6,Warlley Alves,4/1
2023-10-19,UFC 294,2023-10-21,Magomed Ankalaev,2/7,Johnny Walker,11/4
2023-10-19,UFC 294,2023-10-21,Kamaru Usman,12/5,Khamzat Chimaev,3/10
2023-10-19,UFC 294,2023-10-21,Islam Makhachev,2/5,Alexander Volkanovski,15/8
2023-10-19,UFC Fight Night 231,2023-11-04,Kaue Fernandes,27/20,Marc Diakiese,11/20
2023-10-19,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-19,UFC Fight Night 231,2023-11-04,Lucas Alexander,9/5,David Onama,5/12
2023-10-19,UFC Fight Night 231,2023-11-04,Angela Hill,5/4,Denise Gomes,3/5
2023-10-19,UFC Fight Night 231,2023-11-04,Vitor Petrino,13/40,Modestas Bukauskas,9/4
2023-10-19,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,2/1,Rinat Fakhretdinov,9/25
2023-10-19,UFC Fight Night 231,2023-11-04,Elves Brenner,11/20,Esteban Ribovics,13/10
2023-10-19,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-19,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,19/20,Armen Petrosyan,4/5
2023-10-19,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,13/40,Don'Tale Mayes,9/4
2023-10-19,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/4,Nicolas Dalby,11/4
2023-10-19,UFC Fight Night 231,2023-11-04,Jailton Almeida,9/50,Derrick Lewis,4/1
2023-10-19,UFC 295,2023-11-11,Joshua Van,2/5,Kevin Borjas,37/20
2023-10-19,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-19,UFC 295,2023-11-11,Tabatha Ricci,13/10,Lupita Godinez,3/5
2023-10-19,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-19,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-19,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-19,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-19,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-19,UFC 296,2023-12-15,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-19,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-19,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-19,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-24,Oktagon 48,2023-11-04,Lee Chadwick,11/20,Zdenek Polivka,13/10
2023-10-24,Oktagon 48,2023-11-04,Shoaib Yousaf,3/10,Konmon Deh,12/5
2023-10-24,Oktagon 48,2023-11-04,Alex Lohore,11/10,Ion Surdu,13/20
2023-10-24,Oktagon 48,2023-11-04,Jaroslav Pokorny,15/4,Shem Rock,9/50
2023-10-24,Oktagon 48,2023-11-04,Jack Cartwright,33/40,Antun Racic,33/40
2023-10-24,Oktagon 48,2023-11-04,Jakub Bahnik,27/20,Akonne Wanliss,21/40
2023-10-24,Oktagon 48,2023-11-04,Scott Askham,2/5,Marc Doussis,7/4
2023-10-24,Oktagon 48,2023-11-04,Aaron Aby,7/5,Elias Garcia,8/15
2023-10-24,UFC Fight Night 231,2023-11-04,Kaue Fernandes,27/20,Marc Diakiese,11/20
2023-10-24,UFC Fight Night 231,2023-11-04,Eduarda Moura,1/4,Montserrat Ruiz,3/1
2023-10-24,UFC Fight Night 231,2023-11-04,Lucas Alexander,13/8,David Onama,1/2
2023-10-24,UFC Fight Night 231,2023-11-04,Angela Hill,1/1,Denise Gomes,4/5
2023-10-24,UFC Fight Night 231,2023-11-04,Vitor Petrino,2/5,Modestas Bukauskas,37/20
2023-10-24,UFC Fight Night 231,2023-11-04,Elizeu Zaleski,9/4,Rinat Fakhretdinov,3/10
2023-10-24,UFC Fight Night 231,2023-11-04,Victor Hugo,9/5,Daniel Marcos,2/5
2023-10-24,UFC Fight Night 231,2023-11-04,Elves Brenner,7/10,Esteban Ribovics,11/10
2023-10-24,UFC Fight Night 231,2023-11-04,Ismael Bonfim,11/50,Vinc Pichel,33/10
2023-10-24,UFC Fight Night 231,2023-11-04,Rodolfo Vieira,1/1,Armen Petrosyan,3/4
2023-10-24,UFC Fight Night 231,2023-11-04,Caio Borralho,3/10,Abus Magomedov,12/5
2023-10-24,UFC Fight Night 231,2023-11-04,Rodrigo Nascimento,4/9,Don'Tale Mayes,7/4
2023-10-24,UFC Fight Night 231,2023-11-04,Gabriel Bonfim,1/5,Nicolas Dalby,7/2
2023-10-24,UFC 295,2023-11-11,Joshua Van,9/25,Kevin Borjas,21/10
2023-10-24,UFC 295,2023-11-11,Jared Gordon,1/2,Mark Madsen,8/5
2023-10-24,UFC 295,2023-11-11,Dennis Buzukja,12/5,Jamall Emmers,3/10
2023-10-24,UFC 295,2023-11-11,Mateusz Rebecki,11/20,Nurullo Aliev,7/5
2023-10-24,UFC 295,2023-11-11,Tabatha Ricci,13/10,Lupita Godinez,3/5
2023-10-24,UFC 295,2023-11-11,Matt Schnell,9/5,Stephen Erceg,5/12
2023-10-24,UFC 295,2023-11-11,Nazim Sadykhov,13/20,Viacheslav Borshchev,5/4
2023-10-24,UFC 295,2023-11-11,Jessica Andrade,9/5,Mackenzie Dern,5/12
2023-10-24,UFC 295,2023-11-11,Matt Frevola,9/5,Benoit Saint-Denis,5/12
2023-10-24,UFC 295,2023-11-11,Diego Lopes,11/10,Pat Sabatini,7/10
2023-10-24,UFC 295,2023-11-11,Jiri Prochazka,11/10,Alex Pereira,7/10
2023-10-24,UFC 295,2023-11-11,Jon Jones,11/50,Stipe Miocic,3/1
2023-10-24,UFC Fight Night 232,2023-11-18,Brendan Allen,9/25,Paul Craig,9/4
2023-10-24,UFC 296,2023-12-15,Shavkat Rakhmonov,11/50,Stephen Thompson,33/10
2023-10-24,UFC 296,2023-12-15,Tony Ferguson,12/5,Paddy Pimblett,3/10
2023-10-24,UFC 296,2023-12-15,Alexandre Pantoja,5/12,Brandon Royval,37/20
2023-10-24,UFC 296,2023-12-15,Leon Edwards,4/5,Colby Covington,1/1
2023-10-29,Oktagon 48,2023-11-04,Hascen Neri Gelezi,5/6,Aaron McDonald,5/6
2023-10-29,Oktagon 48,2023-11-04,Lee Chadwick,11/20,Zdenek Polivka,13/10
2023-10-29,Oktagon 48,2023-11-04,Shoaib Yousaf,3/10,Konmon Deh,9/4
2023-10-29,Oktagon 48,2023-11-04,Alex Lohore,11/10,Ion Surdu,13/20
2023-10-29,Oktagon 48,2023-11-04,Jaroslav Pokorny,15/4,Shem Rock,9/50
2023-10-29,Oktagon 48,2023-11-04,Jack Cartwright,33/40,Antun Racic,33/40
2023-10-29,Oktagon 48,2023-11-04,Jakub Bahnik,27/20,Akonne Wanliss,21/40
2023-10-29,Oktagon 48,2023-11-04,Scott Askham,2/5,Marc Doussis,7/4
2023-10-29,Oktagon 48,2023-11-04,Aaron Aby,7/5,Elias Garcia,8/15
